Type_,No._,HBA_,HBA_CAS,XHBA_,MwHBA_,_-CH3,_-CH2-,_>CH-,_>C<,_=CH2,_=CH-,_>C=,_>C=O,_-CHO,_-COOH,_-COO-/-COO-,_-OH,_-OH(ph),_-O-/O-,_-C≡N,_NH4+,_-NH2(CO),_-NH2,_>NH/>NH+-,_=NH,_>N<+/>N-,_-SO2-,_-S-,_P=O,_>P<+,_-F,_-Cl/Cl-,_Br-,_Mm,_H2O,_-CH2-,_>CH-,_=CH-,_>C=,_>C<,_>C=O,_-O-,_>NH,_>N-,_-N=,_o-(ph),_m-(ph),_p-(ph),_RC,_SC,HBD_,HBD_CAS,XHBD_,MwHBD_,_-CH3,_-CH2-,_>CH-,_>C<,_=CH2,_=CH-,_>C=,_>C=O,_-CHO,_-COOH,_-COO-/-COO-,_-OH,_-OH(ph),_-O-/O-,_-C≡N,_NH4+,_-NH2(CO),_-NH2,_>NH/>NH-+,_=NH,_>N<+/>N-,_-SO2-,_-S-,_P=O,_>P<+,_-F,_-Cl/Cl-,_Br-,_Mm,_H2O,_-CH2-,_>CH-,_=CH-,_>C=,_>C<,_>C=O,_-O-,_>NH,_>N-,_-N=,_o-(ph),_m-(ph),_p-(ph),_RC,_SC,_G1,_G2,_G3,_G4,_G5,Set_,Ref._,T/K_,Viscosity    Î·mlit_
â…¢,675,Choline chloride,67-48-1,0.29,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.71,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],303.15,473
â…¢,676,Choline chloride,67-48-1,0.29,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.71,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],313.15,208
â…¢,677,Choline chloride,67-48-1,0.29,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.71,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],338.15,59.7
â…¢,678,Choline chloride,67-48-1,0.29,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.71,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],348.15,36.9
â…¢,679,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[33],288.15,1371.97
â…¢,680,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[33],313.15,238.08
â…¢,681,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[33],333.15,68.65
â…¢,682,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[33],343.15,41.96
â…¢,683,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[33],363.15,19.95
â…¢,684,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],333.15,74.7
â…¢,685,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],353.15,31.1
â…¢,686,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[29],298,632
â…¢,687,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[23],308,330
â…¢,688,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[23],313,231
â…¢,689,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[23],323,119
â…¢,690,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[23],328,95
â…¢,691,Choline chloride,67-48-1,0.333,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.667,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[24],303.15,514.8
â…¢,692,Choline chloride,67-48-1,0.4,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.6,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],298.15,663
â…¢,693,Choline chloride,67-48-1,0.4,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.6,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],328.15,90.4
â…¢,694,Choline chloride,67-48-1,0.4,139.62,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Urea,57-13-6,0.6,60.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[2],338.15,54.5
â…¢,695,Decyltrimethylammonium bromide,2082-84-0,0.33,280.29,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hexafluoroisopropanol,920-66-1,0.67,168.04,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[30],298.15,30
â…¢,696,Dodecyltrimethylammonium bromide,1119-94-4,0.33,308.34,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hexafluoroisopropanol,920-66-1,0.67,168.04,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[30],298.15,40
â…¢,697,L-carnitine,541-15-1,0.29,161.2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hexafluoroisopropanol,920-66-1,0.71,168.04,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[34],298.15,194
â…¢,698,L-carnitine,541-15-1,0.333,161.2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Hexafluoroisopropanol,920-66-1,0.667,168.04,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[34],293.15,698
â…¢,699,Methyltrioctylammonium bromide,35675-80-0,0.333,448.61,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Decanoic acid,334-48-5,0.667,172.26,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],293.15,814.53
â…¢,700,Methyltrioctylammonium bromide,35675-80-0,0.333,448.61,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Decanoic acid,334-48-5,0.667,172.26,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],298.15,576.53
â…¢,701,Methyltrioctylammonium bromide,35675-80-0,0.333,448.61,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Decanoic acid,334-48-5,0.667,172.26,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],308.15,307.25
â…¢,702,Methyltrioctylammonium bromide,35675-80-0,0.333,448.61,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Decanoic acid,334-48-5,0.667,172.26,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],313.15,230.39
â…¢,703,Methyltrioctylammonium bromide,35675-80-0,0.333,448.61,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Decanoic acid,334-48-5,0.667,172.26,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],323.15,136.15
â…¢,704,Methyltrioctylammonium chloride,5137-55-3,0.333,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethylparaben,120-47-8,0.667,166.17,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[36],298.15,1029
â…¢,705,Methyltrioctylammonium chloride,5137-55-3,0.333,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethylparaben,120-47-8,0.667,166.17,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[36],328.15,181.7
â…¢,706,Methyltrioctylammonium chloride,5137-55-3,0.333,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ethylparaben,120-47-8,0.667,166.17,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[36],343.15,96.67
â…¢,707,Methyltrioctylammonium chloride,5137-55-3,0.5,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleic acid,112-80-1,0.5,282.46,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],293.15,1138.73
â…¢,708,Methyltrioctylammonium chloride,5137-55-3,0.5,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleic acid,112-80-1,0.5,282.46,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],298.15,783.41
â…¢,709,Methyltrioctylammonium chloride,5137-55-3,0.5,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleic acid,112-80-1,0.5,282.46,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],308.15,398.23
â…¢,710,Methyltrioctylammonium chloride,5137-55-3,0.5,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleic acid,112-80-1,0.5,282.46,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],313.15,293.12
â…¢,711,Methyltrioctylammonium chloride,5137-55-3,0.5,404.16,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oleic acid,112-80-1,0.5,282.46,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[35],323.15,190.56
â…¢,712,Methyltriphenylphosphonium bromide,1779-49-3,0.2,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"1,2-Propanediol",57-55-6,0.8,76.09,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],293.15,163.95
â…¢,713,Methyltriphenylphosphonium bromide,1779-49-3,0.2,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"1,2-Propanediol",57-55-6,0.8,76.09,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],303.15,86.33
â…¢,714,Methyltriphenylphosphonium bromide,1779-49-3,0.2,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"1,2-Propanediol",57-55-6,0.8,76.09,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],308.15,67.43
â…¢,715,Methyltriphenylphosphonium bromide,1779-49-3,0.2,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"1,2-Propanediol",57-55-6,0.8,76.09,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],318.15,43.48
â…¢,716,Methyltriphenylphosphonium bromide,1779-49-3,0.2,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"1,2-Propanediol",57-55-6,0.8,76.09,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],323.15,36.44
â…¢,717,Methyltriphenylphosphonium bromide,1779-49-3,0.2,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"1,2-Propanediol",57-55-6,0.8,76.09,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],333.15,21.59
â…¢,718,Methyltriphenylphosphonium bromide,1779-49-3,0.11,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"2,2,2-Trifluoroacetamide",354-38-1,0.89,113.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[11],278.15,657.7
â…¢,719,Methyltriphenylphosphonium bromide,1779-49-3,0.11,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"2,2,2-Trifluoroacetamide",354-38-1,0.89,113.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[11],298.15,136.5
â…¢,720,Methyltriphenylphosphonium bromide,1779-49-3,0.11,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"2,2,2-Trifluoroacetamide",354-38-1,0.89,113.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[11],308.15,71.3
â…¢,721,Methyltriphenylphosphonium bromide,1779-49-3,0.11,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"2,2,2-Trifluoroacetamide",354-38-1,0.89,113.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[11],318.15,24.1
â…¢,722,Methyltriphenylphosphonium bromide,1779-49-3,0.11,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,"2,2,2-Trifluoroacetamide",354-38-1,0.89,113.04,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[11],323.15,16.6
â…¢,723,Methyltriphenylphosphonium bromide,1779-49-3,0.25,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,Acetic acid,64-19-7,0.75,60.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],298.15,118.49
â…¢,724,Methyltriphenylphosphonium bromide,1779-49-3,0.25,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,Acetic acid,64-19-7,0.75,60.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],303.15,97.73
â…¢,725,Methyltriphenylphosphonium bromide,1779-49-3,0.25,357.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,0,Acetic acid,64-19-7,0.75,60.05,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,training,[9],313.15,67.73
